title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
ME 5310 - Conduction Heat Transfer (3),Fundamentals of heat conduction; approximate and exact analytical methods; finite and semi-infinite bodies; one-dimensional composite media; phase change problems; nonlinear problems; heat transfer in anisotropic solids. Graduate standing. Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course,2.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 2}"
ME 4801 - Introduction to Micro-Electromechanical Systems (3),"An introduction of Micro-electromechanical systems (MEMS), which is the integration of mechanical elements, sensors, actuators, and electronics with a dimension of micrometers. It has been found increased application in a variety of industrial areas including; semi-conductors, automation, and biomedical fields. Exploration of various aspects of MEMS, including materials, design, fabrication and applications of MEMS. Top-level survey of MEMS encompassing broad coverage of this multidisciplinary field. C- or better in the following: or ME 315, or ME 312, or ME 435, and or ME 435L. Lecture 3 hours lecture/problem-solving Graded Only May be taken only once Major Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
ME 4391L - Control of Mechanical Systems Laboratory (1),"Feedback control system design and analysis. Stability criteria, root locus plots, transfer functions, introduction to feedback control and microprocessor applications. Frequency response, Bode Plots, frequency domain stability design. Concepts of PID controller tuning. Programming of control systems using microprocessors. C- or better in or ME 340. . Laboratory 1 three-hour laboratory. Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
ME 4391 - Control of Mechanical Systems (2),"Feedback control system design and analysis. Stability criteria, root locus plots, transfer functions, introduction to feedback control and microprocessor applications. Frequency response, Bode Plots, frequency domain stability design. Concepts of PID controller tuning. Programming of control systems using microprocessors. C- or better in or ME 340. . Lecture 2 hours lecture/problem solving. Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
ME 4150 - Heat Transfer (3),"Basic principles of conduction, convection, and radiation heat transfer. One-dimensional and multi-dimensional conduction, steady and unsteady state. Theoretical and empirical relations for free and forced convection in external surface flows and in internal flows. Basic laws of radiation heat transfer, radiation properties of surfaces and radiant energy exchange among simple surfaces. C- or better in the following: , MAT 216, or MAT 224; or ME 301; and or ME 311. ME 3121. Lecture 3 hours lecture/problem-solving Graded Only May be taken only once Major Required Course",2.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 3}"
ME 4120L - Internal Combustion Engines Laboratory (1),"The development of analytical and experimental techniques to estimate the performance of internal combustion engines. Discussion includes ideal and actual cycles, combustion, carburetion, fuel injection, ignition, supercharging, cooling, and fuels as applied to spark ignition and compression ignition engines. C- or better in or ME 302. . Laboratory 1 three-hour laboratory Graded Only May be taken only once Major Course",3.5,Combustion,engineering_capabilities-2,"{""combustion"": 3}"
ME 4120 - Internal Combustion Engines (2),"The development of analytical and experimental techniques to estimate the performance of internal combustion engines. Discussion includes ideal and actual cycles, combustion, carburetion, fuel injection, ignition, supercharging, cooling, and fuels as applied to spark ignition and compression ignition engines. C- or better in or ME 302. . Lecture 2 hours lecture/problem-solving Graded Only May be taken only once Major Course",3.5,Combustion,engineering_capabilities-2,"{""combustion"": 3}"
ME 4110L - Heat Power Laboratory (1),"Application of the principles of thermodynamics to actual power plant cycles. Rankine cycle and its variations; boiler and steam turbine heat balance and efficiency; steam plant auxiliaries; plant heat balance and efficiency; gas turbine and combined cycles. C- or better in , or ME 302 and ME 311. . Laboratory 1 three-hour laboratory Graded Only May be taken only once Major Course",2.5,Gas Turbine,engineering_capabilities-2,"{""gas turbine"": 1}"
ME 4110 - Heat Power (2),"Application of the principles of thermodynamics to actual power plant cycles. Rankine cycle and its variations; boiler and steam turbine heat balance and efficiency; steam plant auxiliaries; plant heat balance and efficiency; gas turbine and combined cycles. C- or better in , or ME 302 and ME 311. . Lecture 2 hours lecture/problem-solving Graded Only May be taken only once Major Course",2.5,Gas Turbine,engineering_capabilities-2,"{""gas turbine"": 1}"
ME 4060A - Finite Element Analysis Activity (1),"Analysis and synthesis of steady-state and transient engineering problems associated with stiffness and influence coefficients, shape functions, element stiffness, coordinate transformations, and assembling of stiffness matrix. Solution to give deflections and forces, or analogous parameters for heat transfer and fluid flows. Apply a widely-used finite element computer program (NASTRAN) to structure design, heat transfer and/or fluid flow. C- or better in the following: or ME 340, and or ME 319. . Activity 1 two-hour activity Graded Only May be taken only once Major Course",2.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 2}"
ME 4060 - Finite Element Analysis (2),"Analysis and synthesis of steady-state and transient engineering problems associated with stiffness and influence coefficients, shape functions, element stiffness, coordinate transformations, and assembling of stiffness matrix. Solution to give deflections and forces, or analogous parameters for heat transfer and fluid flows. Apply a widely-used finite element computer program (NASTRAN) to structure design, heat transfer and/or fluid flow. C- or better in or ME 340, and or ME 319. . Lecture 2 hours lecture/problem-solving Graded Only May be taken only once Major Course",2.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 2}"
